plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
enterprise,monthly,1,35,128,186.81,0,8,14,0.888,12.71,1,0.0,1,1,66.0,5,0
basic,monthly,1,43,187,20.73,1,6,13,0.565,11.04,1,16.3,7,1,-9.5,15,0
basic,monthly,1,31,172,23.59,0,10,4,0.456,11.88,1,11.6,4,0,7.0,8,0
basic,monthly,1,40,117,19.16,1,8,14,0.63,13.15,1,12.6,2,2,49.6,21,0
basic,monthly,1,8,58,26.72,0,13,14,0.793,16.9,0,23.2,3,0,1.1,20,1
basic,monthly,1,25,137,16.09,1,12,9,0.213,7.3,1,16.8,1,1,41.9,8,0
pro,monthly,0,45,102,49.56,0,9,8,0.875,14.45,1,11.7,0,1,77.0,1,0
basic,monthly,0,37,82,24.02,1,11,12,0.407,12.26,1,6.8,4,1,30.9,4,0
pro,monthly,0,19,142,60.26,0,18,14,0.926,20.62,1,11.7,5,1,,2,0
basic,monthly,1,44,177,26.55,0,10,8,0.706,13.73,1,16.6,2,0,55.3,17,0
basic,monthly,1,15,35,30.22,0,12,13,0.348,6.64,1,15.0,7,0,-11.9,16,1
pro,annual,1,1,111,45.21,0,22,15,0.565,15.51,1,11.8,2,0,10.2,13,1
basic,monthly,1,38,155,23.48,0,3,14,0.636,10.49,1,12.6,4,0,16.3,22,0
pro,monthly,1,19,65,75.49,0,11,12,0.84,10.46,1,1.0,1,1,52.3,15,0
basic,monthly,0,1,69,18.14,0,18,5,0.636,15.79,0,15.6,3,0,27.7,15,0
enterprise,monthly,0,9,2,230.28,0,16,14,0.82,13.32,0,11.2,0,1,51.9,23,0
pro,monthly,1,3,65,25.36,0,14,6,0.555,10.73,1,8.2,0,1,44.8,1,0
pro,annual,1,47,117,51.98,0,9,8,0.676,17.11,0,11.6,3,0,42.9,22,0
basic,monthly,1,40,194,23.57,0,7,6,0.537,9.68,0,,1,2,47.3,17,0
basic,monthly,0,44,105,23.67,0,7,13,0.28,8.12,0,20.7,1,0,20.1,5,0
basic,monthly,1,8,58,21.75,1,22,10,0.61,13.15,1,11.7,0,3,63.9,11,1
basic,annual,1,38,162,30.43,0,8,16,0.484,4.13,1,13.7,4,0,20.0,11,0
basic,monthly,1,27,38,29.62,0,12,8,0.798,13.27,1,14.6,5,1,-0.7,5,1
basic,monthly,0,14,38,25.06,0,16,5,0.761,12.8,1,25.0,1,0,54.3,10,1
basic,annual,1,32,104,30.46,0,5,10,0.583,8.94,1,14.7,5,0,21.6,4,0
basic,annual,1,45,163,26.71,0,7,6,0.749,12.44,1,9.6,2,0,30.9,20,0
basic,monthly,1,22,43,24.9,1,11,17,0.661,12.74,0,11.9,2,2,42.4,7,1
basic,annual,1,1,4,19.86,0,14,10,0.546,11.15,1,13.4,1,0,28.5,5,0
basic,annual,1,40,145,33.69,0,12,17,0.295,12.22,1,24.3,3,0,7.5,0,0
pro,monthly,1,9,117,80.99,0,18,12,0.641,12.66,1,7.1,5,2,20.4,1,0
basic,annual,1,8,137,11.26,0,10,13,0.49,10.43,1,6.4,2,0,54.9,6,0
basic,monthly,1,29,79,33.3,0,12,10,0.53,13.28,1,18.0,3,0,34.6,18,0
basic,monthly,0,38,24,21.27,1,10,22,0.509,11.86,0,18.7,0,4,38.4,21,0
pro,monthly,0,38,66,64.06,0,5,6,0.869,22.22,1,0.0,1,3,65.1,22,0
basic,annual,1,41,94,21.97,0,7,0,0.769,15.68,1,13.3,1,0,50.6,21,0
pro,monthly,0,42,87,58.81,0,9,13,0.582,9.9,1,14.8,5,0,28.9,2,0
enterprise,monthly,0,6,177,111.06,1,12,8,0.512,5.91,1,0.0,2,1,38.2,14,0
basic,monthly,1,14,45,18.8,1,21,15,0.375,8.22,1,16.3,2,2,11.9,0,0
enterprise,monthly,1,34,63,189.32,1,9,12,0.974,7.71,0,6.5,4,1,37.0,4,0
pro,annual,0,18,37,43.95,0,12,10,0.842,15.05,0,12.8,1,0,55.1,19,0
basic,annual,1,34,114,22.42,0,7,10,0.345,9.2,0,15.2,5,0,-24.5,11,0
basic,monthly,1,21,161,29.26,0,14,14,0.286,7.41,1,18.7,2,1,30.3,21,1
pro,annual,1,21,176,57.18,0,7,10,0.564,13.18,1,14.0,5,1,48.1,15,0
enterprise,annual,1,1,46,150.33,0,19,13,1.0,12.89,1,0.0,2,1,45.8,11,0
basic,monthly,1,29,86,23.85,1,14,11,0.625,12.94,1,0.1,2,1,-3.8,20,0
basic,monthly,0,41,147,24.53,0,11,19,0.507,10.25,0,8.9,3,2,19.2,13,0
pro,monthly,1,39,10,52.61,0,4,16,0.647,12.12,1,10.6,5,0,51.1,14,0
basic,monthly,0,16,142,34.03,0,8,6,0.211,13.14,1,0.0,4,2,-9.5,12,1
pro,monthly,1,32,27,52.89,0,12,12,0.617,14.45,1,4.1,2,2,56.8,10,1
basic,monthly,0,9,7,33.06,0,11,9,0.773,16.94,0,23.6,4,0,17.8,16,1
pro,annual,0,30,23,71.34,0,8,7,0.599,12.63,1,11.6,5,0,18.5,19,0
pro,monthly,0,19,176,55.52,0,16,0,0.626,6.33,1,0.0,2,3,38.1,16,0
pro,annual,1,44,136,68.56,1,6,10,0.729,10.32,1,9.2,1,1,37.0,6,0
pro,annual,0,34,158,52.91,0,5,10,0.468,5.96,1,2.3,6,0,-13.8,1,0
pro,monthly,1,3,138,59.75,1,11,18,0.73,15.14,1,4.1,7,0,19.9,7,0
pro,monthly,0,41,159,74.55,0,7,16,0.521,11.17,1,4.6,3,1,46.8,11,0
pro,annual,1,34,99,46.38,0,7,13,0.58,15.26,1,5.3,2,0,42.3,23,0
basic,annual,1,10,162,10.64,1,11,15,0.482,14.01,0,17.5,2,0,20.0,5,0
pro,monthly,1,13,12,27.84,1,6,15,0.602,11.23,0,9.6,2,1,36.6,4,1
basic,monthly,1,8,116,19.59,0,13,15,0.568,16.65,0,13.8,5,0,9.5,7,0
pro,monthly,1,14,151,48.98,0,9,17,0.657,14.82,1,13.4,4,0,31.1,20,0
pro,annual,1,45,198,65.67,0,8,7,0.637,12.07,1,8.0,3,0,30.0,11,0
basic,annual,0,43,72,19.85,0,5,9,0.572,12.74,1,5.5,5,0,4.9,7,0
basic,monthly,1,26,36,20.33,0,13,10,0.387,14.56,1,12.6,4,1,5.7,7,0
basic,monthly,1,17,144,25.93,0,10,10,0.162,10.31,0,9.1,6,2,-13.8,5,1
pro,monthly,1,17,15,60.56,0,13,12,0.668,10.01,1,8.7,3,0,54.9,3,0
basic,annual,1,45,155,19.54,1,5,18,0.426,7.03,1,15.4,7,3,17.9,17,1
basic,annual,0,9,141,27.49,1,15,17,0.632,11.0,1,16.8,1,0,54.5,8,1
pro,annual,1,36,138,48.84,0,10,17,0.571,9.38,1,10.5,4,0,24.6,4,0
pro,monthly,1,47,59,57.88,0,8,11,0.328,10.58,0,7.5,3,1,7.0,18,0
basic,monthly,1,41,24,17.3,0,13,12,0.528,9.62,0,14.6,2,2,30.9,5,1
basic,monthly,1,34,122,16.74,0,9,14,0.739,11.29,1,18.8,4,0,28.1,14,0
enterprise,monthly,1,43,73,155.04,0,5,13,0.806,16.48,1,6.1,4,1,44.8,8,0
pro,monthly,1,10,78,40.15,1,17,15,0.414,15.45,1,7.5,4,1,11.3,6,0
pro,annual,0,47,38,28.5,0,8,21,0.557,9.01,1,12.1,1,0,34.0,1,0
basic,monthly,1,4,67,26.9,0,15,15,0.461,9.69,0,27.0,3,2,22.7,20,0
basic,monthly,1,0,166,29.12,0,18,10,0.517,10.41,1,11.5,3,0,41.6,9,0
basic,annual,1,9,178,30.25,0,13,10,0.444,11.61,1,9.7,4,0,26.0,22,0
pro,monthly,1,29,70,53.01,1,21,18,0.354,11.16,1,19.4,5,0,9.1,7,0
basic,monthly,0,11,29,17.35,1,15,16,0.525,9.63,1,23.8,2,2,35.4,6,1
basic,annual,0,30,7,26.38,0,13,17,0.808,14.38,0,18.2,3,0,29.0,14,0
pro,monthly,0,5,38,55.69,0,14,15,0.552,9.93,1,8.1,1,0,41.1,18,0
enterprise,monthly,0,33,2,193.89,0,12,8,0.526,10.04,1,13.4,5,2,3.8,14,0
pro,monthly,1,11,133,50.26,0,14,19,0.926,10.83,1,10.6,3,1,31.2,0,1
basic,annual,1,25,128,15.93,1,22,20,0.896,16.48,1,12.2,1,0,47.9,23,0
basic,monthly,1,5,156,21.86,0,19,12,0.477,13.59,0,22.4,1,1,38.6,22,0
basic,monthly,1,46,67,22.83,1,7,13,0.593,12.6,0,,3,1,36.7,5,0
basic,monthly,1,18,166,27.66,1,14,14,0.59,13.53,1,18.7,2,1,38.7,1,0
basic,monthly,1,29,34,30.76,0,7,10,0.71,15.59,1,16.0,3,1,32.7,6,0
basic,annual,1,23,46,28.3,0,10,7,0.349,12.35,0,,4,0,17.4,21,0
pro,monthly,1,28,183,83.63,0,8,14,0.665,14.17,1,7.4,2,3,23.8,20,0
pro,monthly,1,21,176,70.13,0,13,7,0.474,9.56,0,10.3,3,1,-5.4,12,0
enterprise,monthly,1,3,120,170.81,0,19,11,0.812,8.36,0,3.4,2,1,25.4,21,0
basic,monthly,1,39,122,20.82,0,12,19,0.822,10.56,1,1.4,4,1,39.1,7,0
basic,monthly,0,30,140,20.99,0,10,14,0.61,18.24,1,2.0,2,0,64.4,2,0
basic,monthly,1,12,164,27.87,0,15,15,0.397,9.67,1,19.3,6,0,-6.8,23,1
basic,monthly,1,4,47,29.72,0,17,12,0.729,17.18,1,8.1,2,1,51.4,8,0
basic,monthly,1,42,14,28.68,0,7,5,0.44,12.26,1,,4,1,-6.8,18,0
basic,annual,1,15,37,30.91,0,15,15,0.635,11.72,1,11.5,4,0,1.9,12,1
pro,annual,1,43,72,67.96,0,5,13,0.53,8.47,1,,1,0,,17,0
basic,monthly,1,36,47,20.09,0,10,15,0.311,7.76,0,15.6,6,0,16.7,19,0
enterprise,monthly,1,46,105,196.79,0,3,9,0.613,11.28,1,11.3,1,2,47.3,16,0
basic,monthly,1,31,28,21.38,0,8,10,0.064,7.98,0,16.0,5,1,-30.7,8,0
basic,monthly,1,8,115,28.29,0,19,16,0.355,11.77,1,10.0,2,1,21.0,15,0
basic,monthly,0,1,142,23.2,0,28,11,0.935,11.58,1,11.9,2,0,31.9,14,0
basic,annual,1,11,20,24.51,0,12,16,0.043,6.33,1,3.6,6,0,-11.5,15,0
basic,annual,1,21,58,28.47,0,8,11,0.267,12.22,1,13.7,3,1,2.5,2,0
enterprise,monthly,0,29,108,185.67,0,13,14,1.0,19.7,1,16.6,2,3,70.0,19,0
basic,annual,1,43,14,29.82,0,10,21,0.377,10.52,0,15.8,1,0,,15,0
basic,monthly,0,6,133,18.26,0,9,11,0.477,12.19,0,18.6,3,0,11.2,5,1
pro,monthly,0,30,150,58.41,0,10,13,0.667,11.56,1,3.0,1,1,73.4,14,0
basic,monthly,1,4,72,20.86,1,28,16,0.253,9.33,1,7.7,5,2,-21.3,2,1
pro,monthly,1,23,2,81.2,0,11,4,0.858,12.51,1,13.9,2,1,66.2,20,0
basic,annual,1,3,100,18.13,0,15,15,0.528,10.12,1,13.0,3,0,13.6,12,0
pro,monthly,1,17,173,37.29,0,15,4,0.556,13.0,1,12.0,3,2,12.8,9,0
basic,monthly,1,29,59,28.75,0,10,15,0.72,14.17,1,13.6,4,0,40.1,21,0
basic,monthly,0,35,170,23.05,0,12,10,0.31,9.13,1,11.1,1,1,,3,0
pro,annual,1,38,174,50.69,0,6,8,0.677,10.34,1,15.3,1,1,33.1,14,0
pro,monthly,0,25,56,58.92,1,13,12,0.487,9.49,1,0.0,3,0,16.9,10,0
basic,monthly,1,12,120,25.13,1,16,8,0.324,11.9,1,7.1,2,2,2.9,14,0
pro,monthly,1,43,9,52.86,0,6,11,1.0,11.59,1,5.7,2,0,31.5,0,0
basic,annual,1,44,110,22.27,1,4,6,0.573,8.39,1,12.3,4,0,25.2,18,0
basic,monthly,1,46,176,19.15,0,7,6,0.721,13.17,0,16.2,3,3,22.6,17,0
basic,monthly,1,38,188,27.51,0,7,11,0.456,10.54,1,13.3,4,0,37.1,16,1
pro,annual,0,37,40,48.92,1,4,16,0.485,10.49,0,22.2,3,2,13.3,18,0
basic,monthly,1,3,133,21.71,0,18,16,0.0,10.5,1,5.1,6,2,-35.5,3,0
pro,monthly,1,27,14,87.48,0,6,9,0.613,11.52,1,17.1,1,0,43.1,7,1
basic,monthly,1,19,56,20.58,1,20,13,0.252,7.54,1,10.7,5,0,-8.6,5,0
pro,monthly,0,12,167,64.68,0,16,11,0.687,12.63,1,9.2,2,1,34.4,17,0
pro,monthly,0,3,128,47.63,0,11,7,0.437,8.67,1,8.1,0,1,33.0,8,0
basic,monthly,1,10,79,19.37,1,12,8,0.634,14.46,0,19.7,5,0,17.4,8,0
basic,monthly,0,43,192,21.71,1,11,13,0.921,13.59,0,25.2,3,2,38.7,20,0
basic,monthly,1,43,151,25.52,0,4,8,1.0,10.91,0,11.1,0,2,86.6,13,0
pro,monthly,1,35,5,62.4,0,9,12,0.728,12.83,1,3.7,3,0,66.1,16,0
basic,annual,1,4,16,25.89,0,18,10,0.548,8.9,1,15.8,3,1,17.8,11,0
basic,monthly,1,32,125,16.83,1,9,15,0.424,13.63,1,7.2,4,1,12.4,17,1
basic,monthly,0,6,175,25.53,0,13,15,0.409,10.16,0,6.8,2,0,66.5,18,0
pro,monthly,1,32,32,77.57,0,10,18,0.505,12.92,1,11.9,1,0,16.3,6,0
basic,annual,1,1,108,23.7,1,17,19,0.817,11.05,1,7.4,3,1,61.3,9,0
basic,monthly,0,13,163,19.49,0,18,10,0.479,10.3,0,23.3,5,0,19.4,15,1
enterprise,monthly,1,5,172,147.18,0,9,8,1.0,15.24,0,11.3,2,0,27.6,8,0
basic,monthly,1,44,128,12.77,0,10,13,0.383,9.82,1,18.8,4,0,4.7,15,0
pro,monthly,0,27,199,86.86,0,11,9,0.645,9.19,0,15.5,1,1,76.2,9,1
basic,annual,1,44,187,16.8,0,7,12,0.322,12.08,1,7.8,3,0,25.1,18,0
basic,annual,0,0,166,16.15,1,15,12,0.646,12.72,0,10.6,1,1,38.3,4,0
pro,annual,1,35,134,66.97,0,8,15,0.633,8.58,0,12.6,6,0,-8.4,23,1
pro,monthly,1,23,197,82.08,0,8,15,0.664,10.9,1,8.3,3,3,6.4,9,0
pro,monthly,1,22,4,57.52,0,15,12,0.614,9.23,1,4.2,2,0,42.5,21,0
basic,monthly,1,41,18,29.46,0,8,4,0.65,10.44,1,4.2,2,2,57.0,13,1
basic,annual,0,2,102,21.02,0,19,18,0.671,10.67,0,16.6,2,0,49.4,15,0
basic,annual,1,45,134,23.0,0,8,9,0.7,11.49,1,21.2,2,0,40.7,15,0
basic,annual,0,1,180,23.49,0,23,15,0.381,6.03,0,19.5,2,0,34.3,13,0
basic,monthly,1,17,136,22.31,0,16,13,0.608,10.4,1,8.1,0,1,50.1,6,1
basic,annual,0,6,47,15.33,0,16,15,0.46,13.65,1,12.9,0,0,56.7,22,0
basic,monthly,0,25,181,24.88,0,7,9,0.789,17.91,1,,3,2,13.4,12,0
basic,annual,0,28,17,24.42,0,11,8,0.595,8.15,1,6.4,4,0,2.2,9,0
basic,monthly,0,30,19,30.39,0,12,13,0.604,14.86,1,10.5,4,2,11.3,21,0
basic,monthly,0,38,144,18.57,0,7,15,0.5,17.71,1,11.1,2,1,11.8,10,1
pro,monthly,0,36,192,56.75,0,11,12,0.524,10.55,1,5.6,2,2,58.6,18,0
pro,annual,1,45,100,57.95,0,10,11,0.683,13.63,1,0.6,1,1,43.1,5,0
basic,monthly,1,21,27,26.47,0,9,7,0.77,15.67,1,16.0,1,1,51.4,4,1
pro,monthly,1,8,10,62.65,0,11,14,0.531,9.88,1,0.0,6,0,16.3,17,0
pro,monthly,1,7,195,55.44,0,20,16,0.908,16.3,1,4.0,0,0,55.7,19,0
basic,monthly,1,13,56,27.29,0,18,13,0.652,11.34,1,7.6,0,1,32.7,13,0
basic,annual,1,28,128,34.11,0,10,8,0.185,11.98,0,14.6,3,0,,13,1
basic,monthly,1,2,66,25.46,0,17,14,0.385,14.86,1,20.8,6,2,-11.1,10,1
basic,monthly,1,45,43,19.94,0,9,12,0.962,17.55,1,10.1,2,1,55.9,6,0
pro,annual,1,47,133,54.34,0,6,11,0.648,10.95,1,14.4,2,0,25.2,5,0
enterprise,monthly,0,7,148,164.08,0,12,8,0.587,13.32,1,8.8,5,0,11.0,20,0
basic,monthly,1,37,94,24.45,0,14,14,0.393,8.95,1,14.7,7,1,-9.6,11,0
pro,monthly,1,28,101,58.8,0,12,13,0.646,8.45,1,6.2,4,0,19.7,18,0
basic,monthly,1,23,97,20.89,0,11,14,0.715,11.63,1,16.3,0,1,,14,0
pro,monthly,1,35,118,51.85,1,8,11,0.609,14.11,1,4.3,4,1,27.7,13,0
pro,monthly,1,27,161,52.86,0,13,18,0.53,10.37,1,5.3,3,2,29.4,16,0
basic,monthly,1,15,142,22.26,0,16,13,0.142,13.22,1,8.9,4,0,20.7,17,0
basic,annual,0,26,56,29.87,0,11,18,0.386,10.55,0,11.7,6,0,4.3,21,0
pro,annual,0,6,50,57.69,0,17,14,0.544,8.06,1,7.9,0,0,15.7,8,0
enterprise,annual,1,12,134,185.18,0,13,8,0.808,12.03,1,13.2,1,1,73.7,9,0
basic,monthly,0,46,129,34.53,0,3,14,0.623,9.82,0,16.0,2,2,22.9,12,1
basic,monthly,1,8,74,17.35,0,17,12,0.809,16.81,1,7.2,3,1,39.0,7,0
basic,annual,0,28,167,21.14,1,6,9,0.336,11.53,1,23.7,2,1,12.1,0,1
pro,annual,1,14,84,61.76,0,6,15,0.694,11.98,0,11.7,3,0,37.9,18,0
pro,monthly,1,22,67,49.08,0,10,7,0.699,14.43,1,12.4,1,1,35.3,8,1
pro,monthly,1,11,111,86.01,0,19,7,0.49,8.62,1,8.0,2,3,33.5,9,0
pro,monthly,1,27,39,48.88,1,18,13,0.834,9.6,0,20.5,0,2,76.0,2,0
pro,monthly,1,26,139,58.04,1,14,14,0.977,10.09,1,7.7,1,1,42.8,14,0
pro,monthly,1,29,179,64.51,0,11,16,0.674,6.56,1,7.7,1,2,34.4,23,0
basic,monthly,1,14,189,14.4,0,16,14,0.464,7.6,1,11.7,3,0,2.3,15,0
pro,annual,1,27,89,55.4,1,12,3,0.939,15.33,1,6.5,2,1,74.6,2,0
basic,monthly,0,34,54,26.16,0,9,8,0.629,13.96,1,12.4,2,0,35.4,0,0
basic,monthly,1,34,96,26.16,0,14,8,0.331,7.38,0,13.4,4,0,7.2,10,0
enterprise,monthly,1,27,21,133.98,0,11,5,0.715,6.26,0,17.0,5,0,4.1,18,1
pro,annual,1,14,133,65.19,0,13,12,0.605,10.41,1,24.3,3,0,19.9,0,0
enterprise,annual,1,25,86,150.15,0,17,15,0.598,13.09,1,2.4,1,0,15.4,22,0
basic,monthly,1,25,25,26.2,1,9,16,0.406,12.94,0,19.9,3,3,30.2,18,1
basic,monthly,1,45,109,23.55,1,8,14,0.43,11.31,0,18.1,2,5,16.5,4,0
basic,monthly,1,18,144,24.57,0,12,10,0.696,9.16,0,11.2,6,1,9.3,1,0
basic,annual,1,15,46,24.59,0,17,18,0.497,13.17,1,16.7,2,0,38.7,16,0
basic,monthly,1,35,81,23.25,0,15,12,0.565,12.58,1,9.3,3,0,62.3,15,0
basic,annual,0,30,178,23.14,1,11,12,0.724,14.56,1,7.9,4,0,6.4,14,0
basic,monthly,1,20,142,20.53,1,6,9,0.496,8.3,0,26.2,4,4,18.9,3,1
enterprise,monthly,0,0,159,212.81,1,34,16,0.534,12.74,1,6.0,6,1,-3.4,5,1
basic,monthly,1,33,90,19.95,0,12,11,0.72,14.92,1,19.0,5,2,-12.2,6,0
basic,monthly,1,35,99,25.73,0,7,6,0.482,6.84,1,15.2,4,1,54.9,3,0
pro,monthly,1,44,99,69.94,0,9,14,0.991,12.1,1,8.6,1,1,45.8,8,0
basic,monthly,0,24,90,23.88,0,20,15,0.732,7.83,0,21.8,4,3,27.9,3,0
enterprise,annual,0,24,29,146.76,0,10,15,0.845,10.63,1,12.7,1,1,54.9,11,0
pro,monthly,0,10,9,68.47,0,14,10,0.711,11.95,1,6.9,1,1,54.6,0,1
basic,annual,1,22,166,24.72,0,16,16,0.752,8.17,1,9.8,3,0,93.1,14,0
pro,monthly,1,0,107,73.05,0,20,8,0.715,15.63,1,13.1,2,1,46.2,9,0
pro,monthly,1,24,106,62.74,0,12,15,0.279,13.05,1,24.7,2,2,21.3,13,0
pro,annual,1,33,119,67.98,0,6,14,0.652,11.52,1,0.0,4,0,29.3,10,0
pro,annual,1,37,83,67.2,0,8,7,0.773,10.67,1,1.3,1,0,53.5,7,0
pro,monthly,1,31,178,58.76,0,6,16,0.489,10.8,0,8.2,1,1,56.4,12,0
pro,annual,0,38,94,61.03,0,5,17,1.0,18.38,1,6.1,0,0,85.7,21,0
basic,monthly,1,31,100,27.71,0,18,11,0.524,13.02,0,12.2,5,1,11.1,23,0
pro,monthly,1,37,106,51.47,0,12,18,0.771,7.23,0,17.7,3,2,45.6,8,0
enterprise,monthly,1,20,32,195.53,0,14,6,0.961,7.0,0,5.3,0,1,89.6,3,0
pro,monthly,0,28,35,45.1,1,11,12,0.779,9.95,0,11.4,5,2,20.8,23,0
pro,monthly,0,30,36,61.99,0,15,3,0.651,11.78,1,5.0,2,0,54.4,18,0
basic,monthly,1,27,51,17.17,0,7,15,0.622,6.63,1,18.0,1,4,42.1,15,0
pro,annual,1,27,32,57.77,1,6,5,0.635,11.19,1,7.7,3,0,37.6,22,0
enterprise,annual,1,37,45,206.76,0,6,3,0.733,7.37,1,0.0,2,0,25.2,6,1
basic,annual,1,11,187,29.54,0,17,14,0.343,10.08,0,19.8,1,0,21.0,19,0
basic,annual,1,15,72,29.67,0,20,18,0.503,11.67,1,6.4,3,1,48.9,9,0
basic,monthly,0,24,158,17.1,0,12,11,0.333,15.11,1,4.8,3,0,21.9,8,0
basic,monthly,1,30,79,14.97,1,10,13,0.549,10.9,1,18.7,6,2,2.2,12,0
pro,monthly,0,24,165,37.87,1,14,20,0.597,10.51,0,11.4,2,3,57.2,10,0
basic,monthly,1,9,150,21.27,0,22,11,0.64,15.84,1,14.9,3,1,41.3,19,1
basic,monthly,1,39,168,29.47,0,7,7,0.281,11.64,1,9.1,4,0,7.3,12,0
pro,monthly,1,26,58,67.54,0,9,16,0.503,11.15,1,9.5,3,2,19.6,10,1
pro,monthly,1,20,20,59.42,0,18,14,0.504,10.11,1,16.4,1,0,51.2,18,0
pro,monthly,1,42,62,46.07,0,11,18,0.667,17.11,0,15.1,2,1,49.8,22,0
pro,monthly,1,20,140,58.39,0,11,7,0.626,9.56,1,5.8,0,0,59.6,4,0
pro,monthly,1,7,131,66.12,0,18,6,0.867,8.77,1,0.1,1,0,88.7,14,0
pro,monthly,1,47,141,68.3,0,5,5,0.678,11.49,1,13.3,2,2,29.5,8,1
pro,annual,1,18,198,66.89,0,14,16,0.67,11.07,0,16.9,3,0,38.6,4,1
basic,monthly,1,42,45,23.49,1,3,15,0.36,13.78,1,13.9,5,1,0.4,10,1
pro,annual,0,24,89,67.52,1,7,16,0.618,12.18,1,7.5,3,3,22.3,14,0
basic,annual,1,11,98,19.73,1,11,14,0.31,12.6,1,18.7,5,0,-3.4,14,0
basic,monthly,1,18,30,24.55,1,8,17,0.639,4.15,1,9.4,7,2,4.2,2,1
basic,monthly,0,43,132,27.43,0,10,10,0.7,11.19,0,21.3,2,3,30.7,16,0
pro,monthly,1,45,10,52.22,0,5,3,0.399,14.82,1,18.9,3,1,10.4,9,1
pro,monthly,1,6,179,62.0,0,17,7,0.678,8.83,0,14.5,2,0,8.6,11,0
basic,monthly,0,47,18,13.9,1,3,5,0.531,10.35,1,10.0,2,1,51.1,5,1
pro,annual,0,40,22,58.18,0,8,4,0.887,15.84,1,4.7,0,0,70.3,16,0
basic,annual,1,31,35,25.44,0,9,6,0.37,8.71,0,14.6,3,0,32.9,13,1
pro,monthly,1,8,178,82.03,0,15,9,0.533,13.55,1,8.2,4,2,3.8,1,1
pro,monthly,1,28,172,54.56,0,16,16,0.718,10.49,1,17.9,2,0,46.8,20,0
pro,monthly,0,20,184,49.81,0,15,14,0.582,11.38,1,10.6,3,1,32.8,12,1
pro,annual,0,5,166,76.91,0,21,20,0.592,13.56,0,15.2,0,1,56.7,22,0
basic,monthly,0,47,184,20.81,1,4,6,0.468,7.53,1,12.9,1,2,34.0,17,1
basic,monthly,1,28,94,23.47,0,6,13,0.644,9.42,1,2.7,1,0,34.4,23,0
pro,annual,0,4,1,61.96,0,17,19,0.875,15.99,1,7.4,4,0,39.0,2,1
pro,monthly,0,16,88,39.3,1,14,11,0.655,9.57,0,8.4,3,2,29.0,1,0
basic,monthly,0,40,44,31.17,0,10,10,0.501,11.39,1,21.0,1,2,38.8,16,0
basic,monthly,1,21,49,30.11,0,9,17,0.67,14.94,1,6.8,3,0,18.4,6,0
basic,monthly,1,23,138,20.29,1,17,12,0.587,11.8,1,4.0,4,2,17.7,17,0
basic,monthly,1,6,34,24.84,0,16,19,0.579,12.29,0,7.7,4,0,39.7,8,0
basic,monthly,1,5,65,24.82,0,13,7,0.754,17.17,1,7.4,0,2,72.4,16,0
basic,monthly,1,46,79,25.91,0,4,17,0.358,17.05,1,0.0,6,1,-1.4,9,0
enterprise,annual,1,45,13,213.22,1,3,16,0.703,12.62,1,9.1,4,1,32.2,23,0
basic,monthly,1,4,140,22.86,0,9,8,0.373,8.97,1,13.4,6,1,-25.7,6,1
basic,annual,1,26,152,23.22,0,5,10,0.453,13.22,1,5.5,4,0,45.0,21,0
basic,monthly,0,32,112,23.38,0,8,7,0.321,7.59,1,17.2,4,2,,15,0
basic,annual,1,42,6,19.93,1,6,9,0.482,14.83,0,17.0,4,2,1.4,20,1
pro,monthly,1,26,157,65.3,0,10,6,0.737,10.78,1,7.1,0,1,54.9,17,0
basic,annual,1,41,89,25.49,0,10,5,0.076,7.19,1,17.2,6,1,-9.8,1,1
pro,monthly,0,5,54,60.79,0,11,7,0.611,8.59,1,14.8,1,0,53.1,21,0
pro,monthly,1,0,189,44.01,1,18,18,0.654,9.38,1,1.9,5,0,7.4,23,0
basic,monthly,1,22,172,23.25,0,9,4,0.5,14.54,0,9.4,2,2,,23,0
pro,monthly,0,12,88,65.52,0,17,19,0.368,11.24,0,11.7,4,1,20.1,21,0
enterprise,annual,0,36,89,249.51,0,12,16,0.922,13.37,1,17.3,1,1,42.8,1,0
basic,annual,1,16,182,18.96,1,11,17,0.72,18.47,1,7.4,4,1,22.1,13,0
basic,annual,1,19,39,28.34,0,14,14,0.756,12.89,1,17.8,1,0,,18,0
enterprise,monthly,1,25,82,137.45,0,10,19,0.649,11.84,0,8.2,4,0,41.7,18,0
pro,annual,1,46,114,81.5,0,7,6,0.701,8.87,1,7.1,7,1,12.1,3,1
basic,annual,1,3,69,24.76,0,21,20,0.419,8.08,1,8.6,2,0,41.0,18,0
pro,monthly,1,26,63,47.91,0,9,24,0.477,8.05,1,10.5,3,3,21.8,4,0
basic,monthly,1,18,22,22.22,1,12,11,0.348,8.03,0,18.9,3,0,16.3,19,0
pro,monthly,0,1,54,70.55,0,18,13,0.706,10.83,1,2.6,0,0,60.7,22,0
basic,monthly,0,39,72,22.96,0,6,8,0.7,11.35,1,9.1,1,3,37.7,16,0
basic,monthly,1,43,167,28.44,0,6,11,0.782,14.79,0,11.6,0,1,57.9,9,0
pro,annual,0,8,68,55.08,0,9,13,0.661,11.89,1,9.4,5,1,17.6,14,0
